read_chrom	mate_chrom	chromchrom	strand	properpair	failsqc	suppl	dupl	primary	Count
chr12	GL000223.1	GL000223.1/chr12	.	.	.	OK	OK	SECONDARY	18
chr12	GL000204.1	GL000204.1/chr12	.	.	.	OK	OK	PRIMARY	2
chr12	GL000192.1	GL000192.1/chr12	.	.	.	OK	OK	PRIMARY	36
chr12	GL000225.1	GL000225.1/chr12	.	.	.	OK	OK	SECONDARY	2
chr12	GL000200.1	GL000200.1/chr12	.	.	.	OK	OK	PRIMARY	11
chr12	GL000224.1	GL000224.1/chr12	.	.	.	OK	OK	SECONDARY	13
chr12	GL000235.1	GL000235.1/chr12	.	.	.	OK	OK	PRIMARY	5
chr12	GL000247.1	GL000247.1/chr12	.	.	.	OK	OK	SECONDARY	1
chr12	GL000195.1	GL000195.1/chr12	.	.	.	OK	OK	PRIMARY	30
chr12	GL000239.1	GL000239.1/chr12	.	.	.	OK	OK	PRIMARY	9
chr12	GL000219.1	GL000219.1/chr12	.	.	.	OK	OK	SECONDARY	3
chr12	GL000234.1	GL000234.1/chr12	.	.	.	OK	OK	PRIMARY	9
chr12	GL000200.1	GL000200.1/chr12	.	.	.	OK	OK	SECONDARY	3
chr12	GL000192.1	GL000192.1/chr12	.	.	.	OK	OK	SECONDARY	9
chr12	GL000217.1	GL000217.1/chr12	.	.	.	OK	OK	SECONDARY	5
chr12	GL000248.1	GL000248.1/chr12	.	.	.	OK	OK	SECONDARY	2
chr12	GL000191.1	GL000191.1/chr12	.	.	.	OK	OK	SECONDARY	4
chr12	GL000216.1	GL000216.1/chr12	.	.	.	OK	OK	SECONDARY	12
chr12	GL000193.1	GL000193.1/chr12	.	.	.	OK	OK	SECONDARY	4
chr12	GL000218.1	GL000218.1/chr12	.	.	.	OK	OK	PRIMARY	11
chr12	GL000193.1	GL000193.1/chr12	.	.	.	OK	OK	PRIMARY	12
chr12	GL000222.1	GL000222.1/chr12	.	.	.	OK	OK	SECONDARY	6
chr12	GL000216.1	GL000216.1/chr12	.	.	.	OK	OK	PRIMARY	16
chr12	GL000241.1	GL000241.1/chr12	.	.	.	OK	OK	PRIMARY	9
chr12	GL000228.1	GL000228.1/chr12	.	.	.	OK	OK	PRIMARY	5
chr12	GL000211.1	GL000211.1/chr12	.	.	.	OK	OK	PRIMARY	7
chr12	GL000215.1	GL000215.1/chr12	.	.	.	OK	OK	PRIMARY	3
chr12	GL000232.1	GL000232.1/chr12	.	.	.	OK	OK	PRIMARY	7
chr12	GL000242.1	GL000242.1/chr12	.	.	.	OK	OK	PRIMARY	1
chr12	GL000219.1	GL000219.1/chr12	.	.	.	OK	OK	PRIMARY	10
chr12	GL000217.1	GL000217.1/chr12	.	.	.	OK	OK	PRIMARY	12
chr12	GL000194.1	GL000194.1/chr12	.	.	.	OK	OK	PRIMARY	11
chr12	GL000236.1	GL000236.1/chr12	.	.	.	OK	OK	PRIMARY	2
chr12	GL000231.1	GL000231.1/chr12	.	.	.	OK	OK	PRIMARY	4
chr12	GL000212.1	GL000212.1/chr12	.	.	.	OK	OK	PRIMARY	9
chr12	GL000238.1	GL000238.1/chr12	.	.	.	OK	OK	PRIMARY	1
chr12	GL000194.1	GL000194.1/chr12	.	.	.	OK	OK	SECONDARY	8
chr12	GL000239.1	GL000239.1/chr12	.	.	.	OK	OK	SECONDARY	11
chr12	GL000195.1	GL000195.1/chr12	.	.	.	OK	OK	SECONDARY	19
chr12	GL000199.1	GL000199.1/chr12	.	.	.	OK	OK	SECONDARY	14
chr12	GL000226.1	GL000226.1/chr12	.	.	.	OK	OK	SECONDARY	15
chr12	GL000234.1	GL000234.1/chr12	.	.	.	OK	OK	SECONDARY	1
chr12	GL000246.1	GL000246.1/chr12	.	.	.	OK	OK	PRIMARY	2
chr12	GL000240.1	GL000240.1/chr12	.	.	.	OK	OK	PRIMARY	3
chr12	GL000218.1	GL000218.1/chr12	.	.	.	OK	OK	SECONDARY	5
chr12	GL000198.1	GL000198.1/chr12	.	.	.	OK	OK	SECONDARY	1
chr12	GL000208.1	GL000208.1/chr12	.	.	.	OK	OK	SECONDARY	1
chr12	GL000248.1	GL000248.1/chr12	.	.	.	OK	OK	PRIMARY	1
chr12	GL000202.1	GL000202.1/chr12	.	.	.	OK	OK	PRIMARY	3
chr12	GL000222.1	GL000222.1/chr12	.	.	.	OK	OK	PRIMARY	2
chr12	GL000245.1	GL000245.1/chr12	.	.	.	OK	OK	PRIMARY	3
chr12	GL000244.1	GL000244.1/chr12	.	.	.	OK	OK	PRIMARY	2
chr12	GL000232.1	GL000232.1/chr12	.	.	.	OK	OK	SECONDARY	1
chr12	GL000203.1	GL000203.1/chr12	.	.	.	OK	OK	PRIMARY	1
chr12	GL000206.1	GL000206.1/chr12	.	.	.	OK	OK	PRIMARY	1
chr12	GL000243.1	GL000243.1/chr12	.	.	.	OK	OK	SECONDARY	1
chr12	GL000233.1	GL000233.1/chr12	.	.	.	OK	OK	SECONDARY	1
chr12	NC_007605	NC_007605/chr12	.	.	.	OK	OK	PRIMARY	2
chr12	GL000210.1	GL000210.1/chr12	.	.	.	OK	OK	PRIMARY	2
chr12	GL000229.1	GL000229.1/chr12	.	.	.	OK	OK	PRIMARY	1
chr12	GL000241.1	GL000241.1/chr12	.	.	.	OK	OK	SECONDARY	2
chr12	GL000202.1	GL000202.1/chr12	.	.	.	OK	OK	SECONDARY	2
chr12	GL000201.1	GL000201.1/chr12	.	.	.	OK	OK	PRIMARY	4
chr13	chr21	chr13/chr21	.	.	.	OK	OK	PRIMARY	1201
chr13	chr13	=	+-	PROPERPAIR	.	OK	OK	PRIMARY	26621826
chr13	.	.	.	.	.	OK	OK	PRIMARY	33293
.	chr13	.	.	.	.	.	.	.	44431
chr13	chrX	chr13/chrX	.	.	.	OK	OK	SECONDARY	1591
chr13	chr5	chr13/chr5	.	.	.	OK	OK	PRIMARY	5036
chr13	chr2	chr13/chr2	.	.	.	OK	OK	PRIMARY	15161
chr13	chr13	=	+-	NO	.	OK	OK	PRIMARY	13018
chr13	chr1	chr1/chr13	.	.	.	OK	OK	PRIMARY	6917
chr13	chr10	chr10/chr13	.	.	.	OK	OK	PRIMARY	3648
chr13	chr17	chr13/chr17	.	.	.	OK	OK	PRIMARY	2708
chr13	chr18	chr13/chr18	.	.	.	OK	OK	PRIMARY	2162
chr13	chr13	=	+-	NO	.	OK	OK	SECONDARY	5959
chr13	chr13	=	+-	PROPERPAIR	.	OK	OK	SECONDARY	5134
chr13	chr10	chr10/chr13	.	.	.	OK	OK	SECONDARY	1524
chr13	chr7	chr13/chr7	.	.	.	OK	OK	SECONDARY	1849
chr13	chr1	chr1/chr13	.	.	.	OK	OK	SECONDARY	2583
chr13	chr9	chr13/chr9	.	.	.	OK	OK	SECONDARY	1354
chr13	chr6	chr13/chr6	.	.	.	OK	OK	PRIMARY	4943
chr13	chr12	chr12/chr13	.	.	.	OK	OK	SECONDARY	1586
chr13	chr14	chr13/chr14	.	.	.	OK	OK	PRIMARY	2645
chr13	chr22	chr13/chr22	.	.	.	OK	OK	PRIMARY	1108
chr13	hs37d5	chr13/hs37d5	.	.	.	OK	OK	PRIMARY	5275
chr13	chr8	chr13/chr8	.	.	.	OK	OK	PRIMARY	4158
chr13	chr9	chr13/chr9	.	.	.	OK	OK	PRIMARY	3499
chr13	chr2	chr13/chr2	.	.	.	OK	OK	SECONDARY	3099
chr13	chr21	chr13/chr21	.	.	.	OK	OK	SECONDARY	497
chr13	chrX	chr13/chrX	.	.	.	OK	OK	PRIMARY	4612
chr13	chr4	chr13/chr4	.	.	.	OK	OK	PRIMARY	5322
chr13	.	.	.	.	.	OK	OK	SECONDARY	314
chr13	chr18	chr13/chr18	.	.	.	OK	OK	SECONDARY	767
chr13	GL000219.1	GL000219.1/chr13	.	.	.	OK	OK	SECONDARY	5
chr13	hs37d5	chr13/hs37d5	.	.	.	OK	OK	SECONDARY	3093
chr13	chr14	chr13/chr14	.	.	.	OK	OK	SECONDARY	1026
chr13	GL000205.1	GL000205.1/chr13	.	.	.	OK	OK	PRIMARY	26
chr13	GL000233.1	GL000233.1/chr13	.	.	.	OK	OK	SECONDARY	1
chr13	chr16	chr13/chr16	.	.	.	OK	OK	PRIMARY	2796
chr13	GL000230.1	GL000230.1/chr13	.	.	.	OK	OK	SECONDARY	1
chr13	chr22	chr13/chr22	.	.	.	OK	OK	SECONDARY	525
chr13	chr12	chr12/chr13	.	.	.	OK	OK	PRIMARY	4223
chr13	chr7	chr13/chr7	.	.	.	OK	OK	PRIMARY	4717
chr13	chr3	chr13/chr3	.	.	.	OK	OK	PRIMARY	5495
chr13	chr13	=	--	.	.	OK	OK	PRIMARY	1310
chr13	chr6	chr13/chr6	.	.	.	OK	OK	SECONDARY	1785
chr13	chr4	chr13/chr4	.	.	.	OK	OK	SECONDARY	1974
chr13	chr5	chr13/chr5	.	.	.	OK	OK	SECONDARY	1872
chr13	chrY	chr13/chrY	.	.	.	OK	OK	PRIMARY	308
chr13	chr20	chr13/chr20	.	.	.	OK	OK	PRIMARY	1798
chr13	chr19	chr13/chr19	.	.	.	OK	OK	PRIMARY	2199
chr13	chr13	=	--	.	.	OK	OK	SECONDARY	576
chr13	chr13	=	++	.	.	OK	OK	SECONDARY	524
chr13	chr15	chr13/chr15	.	.	.	OK	OK	PRIMARY	2635
chr13	chr8	chr13/chr8	.	.	.	OK	OK	SECONDARY	1602
chr13	chr19	chr13/chr19	.	.	.	OK	OK	SECONDARY	997
chr13	chr11	chr11/chr13	.	.	.	OK	OK	PRIMARY	3682
chr13	chr13	=	++	.	.	OK	OK	PRIMARY	1510
chr13	chr15	chr13/chr15	.	.	.	OK	OK	SECONDARY	1073
chr13	GL000215.1	GL000215.1/chr13	.	.	.	OK	OK	PRIMARY	22
chr13	GL000213.1	GL000213.1/chr13	.	.	.	OK	OK	PRIMARY	10
chr13	chr20	chr13/chr20	.	.	.	OK	OK	SECONDARY	689
chr13	chr11	chr11/chr13	.	.	.	OK	OK	SECONDARY	1414
chr13	GL000220.1	GL000220.1/chr13	.	.	.	OK	OK	SECONDARY	1675
chr13	chr16	chr13/chr16	.	.	.	OK	OK	SECONDARY	1127
chr13	chr3	chr13/chr3	.	.	.	OK	OK	SECONDARY	1979
chr13	GL000214.1	GL000214.1/chr13	.	.	.	OK	OK	PRIMARY	26
chr13	chr17	chr13/chr17	.	.	.	OK	OK	SECONDARY	1041
chr13	GL000220.1	GL000220.1/chr13	.	.	.	OK	OK	PRIMARY	672
chr13	GL000224.1	GL000224.1/chr13	.	.	.	OK	OK	SECONDARY	6
chr13	chrMT	chr13/chrMT	.	.	.	OK	OK	PRIMARY	28
chr13	GL000239.1	GL000239.1/chr13	.	.	.	OK	OK	PRIMARY	3
chr13	GL000234.1	GL000234.1/chr13	.	.	.	OK	OK	SECONDARY	5
chr13	GL000225.1	GL000225.1/chr13	.	.	.	OK	OK	PRIMARY	10
chr13	GL000218.1	GL000218.1/chr13	.	.	.	OK	OK	SECONDARY	2
chr13	GL000241.1	GL000241.1/chr13	.	.	.	OK	OK	SECONDARY	5
chr13	GL000226.1	GL000226.1/chr13	.	.	.	OK	OK	PRIMARY	57
chr13	chrY	chr13/chrY	.	.	.	OK	OK	SECONDARY	42
chr13	GL000192.1	GL000192.1/chr13	.	.	.	OK	OK	PRIMARY	18
chr13	GL000228.1	GL000228.1/chr13	.	.	.	OK	OK	PRIMARY	18
chr13	GL000219.1	GL000219.1/chr13	.	.	.	OK	OK	PRIMARY	11
chr13	GL000212.1	GL000212.1/chr13	.	.	.	OK	OK	SECONDARY	2
chr13	GL000199.1	GL000199.1/chr13	.	.	.	OK	OK	PRIMARY	29
chr13	GL000224.1	GL000224.1/chr13	.	.	.	OK	OK	PRIMARY	17
chr13	GL000200.1	GL000200.1/chr13	.	.	.	OK	OK	SECONDARY	1
chr13	GL000198.1	GL000198.1/chr13	.	.	.	OK	OK	PRIMARY	4
chr13	GL000200.1	GL000200.1/chr13	.	.	.	OK	OK	PRIMARY	1
chr13	GL000191.1	GL000191.1/chr13	.	.	.	OK	OK	PRIMARY	5
chr13	GL000208.1	GL000208.1/chr13	.	.	.	OK	OK	PRIMARY	9
chr13	GL000194.1	GL000194.1/chr13	.	.	.	OK	OK	PRIMARY	10
chr13	GL000232.1	GL000232.1/chr13	.	.	.	OK	OK	PRIMARY	3
chr13	GL000192.1	GL000192.1/chr13	.	.	.	OK	OK	SECONDARY	5
chr13	GL000202.1	GL000202.1/chr13	.	.	.	OK	OK	SECONDARY	2
chr13	GL000217.1	GL000217.1/chr13	.	.	.	OK	OK	PRIMARY	7
chr13	GL000204.1	GL000204.1/chr13	.	.	.	OK	OK	PRIMARY	4
chr13	GL000218.1	GL000218.1/chr13	.	.	.	OK	OK	PRIMARY	3
chr13	GL000242.1	GL000242.1/chr13	.	.	.	OK	OK	PRIMARY	2
chr13	GL000205.1	GL000205.1/chr13	.	.	.	OK	OK	SECONDARY	3
chr13	GL000241.1	GL000241.1/chr13	.	.	.	OK	OK	PRIMARY	8
chr13	GL000193.1	GL000193.1/chr13	.	.	.	OK	OK	SECONDARY	5
chr13	GL000191.1	GL000191.1/chr13	.	.	.	OK	OK	SECONDARY	2
chr13	GL000195.1	GL000195.1/chr13	.	.	.	OK	OK	PRIMARY	12
chr13	GL000211.1	GL000211.1/chr13	.	.	.	OK	OK	PRIMARY	7
chr13	GL000212.1	GL000212.1/chr13	.	.	.	OK	OK	PRIMARY	6
chr13	GL000237.1	GL000237.1/chr13	.	.	.	OK	OK	PRIMARY	4
chr13	GL000221.1	GL000221.1/chr13	.	.	.	OK	OK	PRIMARY	8
chr13	GL000216.1	GL000216.1/chr13	.	.	.	OK	OK	PRIMARY	7
chr13	GL000217.1	GL000217.1/chr13	.	.	.	OK	OK	SECONDARY	2
chr13	GL000249.1	GL000249.1/chr13	.	.	.	OK	OK	PRIMARY	2
chr13	GL000225.1	GL000225.1/chr13	.	.	.	OK	OK	SECONDARY	4
chr13	GL000239.1	GL000239.1/chr13	.	.	.	OK	OK	SECONDARY	5
chr13	GL000221.1	GL000221.1/chr13	.	.	.	OK	OK	SECONDARY	2
chr13	GL000231.1	GL000231.1/chr13	.	.	.	OK	OK	SECONDARY	3
chr13	GL000193.1	GL000193.1/chr13	.	.	.	OK	OK	PRIMARY	14
chr13	GL000243.1	GL000243.1/chr13	.	.	.	OK	OK	PRIMARY	3
chr13	GL000195.1	GL000195.1/chr13	.	.	.	OK	OK	SECONDARY	12
chr13	GL000233.1	GL000233.1/chr13	.	.	.	OK	OK	PRIMARY	1
chr13	GL000247.1	GL000247.1/chr13	.	.	.	OK	OK	PRIMARY	1
chr13	GL000237.1	GL000237.1/chr13	.	.	.	OK	OK	SECONDARY	6
chr13	GL000194.1	GL000194.1/chr13	.	.	.	OK	OK	SECONDARY	2
chr13	GL000202.1	GL000202.1/chr13	.	.	.	OK	OK	PRIMARY	3
chr13	GL000214.1	GL000214.1/chr13	.	.	.	OK	OK	SECONDARY	2
chr13	GL000203.1	GL000203.1/chr13	.	.	.	OK	OK	PRIMARY	36
chr13	GL000223.1	GL000223.1/chr13	.	.	.	OK	OK	PRIMARY	4
chr13	GL000236.1	GL000236.1/chr13	.	.	.	OK	OK	PRIMARY	3
chr13	GL000216.1	GL000216.1/chr13	.	.	.	OK	OK	SECONDARY	9
chr13	GL000232.1	GL000232.1/chr13	.	.	.	OK	OK	SECONDARY	1
chr13	GL000234.1	GL000234.1/chr13	.	.	.	OK	OK	PRIMARY	1
chr13	GL000211.1	GL000211.1/chr13	.	.	.	OK	OK	SECONDARY	1
chr13	chrMT	chr13/chrMT	.	.	.	OK	OK	SECONDARY	1
chr13	GL000238.1	GL000238.1/chr13	.	.	.	OK	OK	SECONDARY	1
chr13	GL000230.1	GL000230.1/chr13	.	.	.	OK	OK	PRIMARY	1
chr13	GL000223.1	GL000223.1/chr13	.	.	.	OK	OK	SECONDARY	1
chr13	GL000229.1	GL000229.1/chr13	.	.	.	OK	OK	SECONDARY	1
chr13	GL000204.1	GL000204.1/chr13	.	.	.	OK	OK	SECONDARY	1
chr13	GL000227.1	GL000227.1/chr13	.	.	.	OK	OK	PRIMARY	1
chr13	GL000244.1	GL000244.1/chr13	.	.	.	OK	OK	PRIMARY	1
chr14	hs37d5	chr14/hs37d5	.	.	.	OK	OK	PRIMARY	5602
chr14	chr14	=	+-	PROPERPAIR	.	OK	OK	PRIMARY	24634542
chr14	chr2	chr14/chr2	.	.	.	OK	OK	PRIMARY	16729
chr14	.	.	.	.	.	OK	OK	PRIMARY	31028
.	chr14	.	.	.	.	.	.	.	41976
chr14	chr11	chr11/chr14	.	.	.	OK	OK	SECONDARY	1889
chr14	hs37d5	chr14/hs37d5	.	.	.	OK	OK	SECONDARY	2772
chr14	chr17	chr14/chr17	.	.	.	OK	OK	PRIMARY	3001
chr14	chr14	=	+-	NO	.	OK	OK	SECONDARY	6808
chr14	chrY	chr14/chrY	.	.	.	OK	OK	PRIMARY	302
chr14	GL000199.1	GL000199.1/chr14	.	.	.	OK	OK	PRIMARY	33
chr14	chr20	chr14/chr20	.	.	.	OK	OK	PRIMARY	1932
chr14	chr10	chr10/chr14	.	.	.	OK	OK	PRIMARY	3916
chr14	chr9	chr14/chr9	.	.	.	OK	OK	PRIMARY	3596
chr14	chr13	chr13/chr14	.	.	.	OK	OK	PRIMARY	2645
chr14	GL000226.1	GL000226.1/chr14	.	.	.	OK	OK	PRIMARY	80
chr14	chr9	chr14/chr9	.	.	.	OK	OK	SECONDARY	1796
chr14	chr16	chr14/chr16	.	.	.	OK	OK	PRIMARY	2891
chr14	GL000226.1	GL000226.1/chr14	.	.	.	OK	OK	SECONDARY	12
chr14	chr19	chr14/chr19	.	.	.	OK	OK	PRIMARY	2564
chr14	chrX	chr14/chrX	.	.	.	OK	OK	PRIMARY	4594
chr14	chr8	chr14/chr8	.	.	.	OK	OK	SECONDARY	1951
chr14	chr6	chr14/chr6	.	.	.	OK	OK	PRIMARY	4928
chr14	chr3	chr14/chr3	.	.	.	OK	OK	PRIMARY	5508
chr14	chr14	=	+-	PROPERPAIR	.	OK	OK	SECONDARY	4697
chr14	chr5	chr14/chr5	.	.	.	OK	OK	PRIMARY	4991
chr14	chr7	chr14/chr7	.	.	.	OK	OK	PRIMARY	5266
chr14	chr12	chr12/chr14	.	.	.	OK	OK	PRIMARY	4326
chr14	chr14	=	+-	NO	.	OK	OK	PRIMARY	13278
chr14	chrX	chr14/chrX	.	.	.	OK	OK	SECONDARY	2046
chr14	chr8	chr14/chr8	.	.	.	OK	OK	PRIMARY	4260
chr14	chr20	chr14/chr20	.	.	.	OK	OK	SECONDARY	1109
chr14	GL000199.1	GL000199.1/chr14	.	.	.	OK	OK	SECONDARY	7
chr14	chr4	chr14/chr4	.	.	.	OK	OK	PRIMARY	5435
chr14	chr2	chr14/chr2	.	.	.	OK	OK	SECONDARY	4230
chr14	chr21	chr14/chr21	.	.	.	OK	OK	SECONDARY	650
chr14	chr1	chr1/chr14	.	.	.	OK	OK	PRIMARY	7041
chr14	chr6	chr14/chr6	.	.	.	OK	OK	SECONDARY	2204
chr14	GL000208.1	GL000208.1/chr14	.	.	.	OK	OK	SECONDARY	7
chr14	chr11	chr11/chr14	.	.	.	OK	OK	PRIMARY	3856
chr14	chr21	chr14/chr21	.	.	.	OK	OK	PRIMARY	1332
chr14	chr5	chr14/chr5	.	.	.	OK	OK	SECONDARY	2298
chr14	chr18	chr14/chr18	.	.	.	OK	OK	PRIMARY	2188
chr14	chrMT	chr14/chrMT	.	.	.	OK	OK	PRIMARY	21
chr14	chr4	chr14/chr4	.	.	.	OK	OK	SECONDARY	2367
chr14	chr14	=	++	.	.	OK	OK	PRIMARY	1734
chr14	chr15	chr14/chr15	.	.	.	OK	OK	PRIMARY	2889
chr14	chrY	chr14/chrY	.	.	.	OK	OK	SECONDARY	52
chr14	chr19	chr14/chr19	.	.	.	OK	OK	SECONDARY	1430
chr14	chr13	chr13/chr14	.	.	.	OK	OK	SECONDARY	1239
chr14	GL000220.1	GL000220.1/chr14	.	.	.	OK	OK	SECONDARY	2041
chr14	chr10	chr10/chr14	.	.	.	OK	OK	SECONDARY	1921
chr14	chr3	chr14/chr3	.	.	.	OK	OK	SECONDARY	2525
chr14	chr7	chr14/chr7	.	.	.	OK	OK	SECONDARY	2522
chr14	chr12	chr12/chr14	.	.	.	OK	OK	SECONDARY	1986
chr14	chr16	chr14/chr16	.	.	.	OK	OK	SECONDARY	1500
chr14	chr22	chr14/chr22	.	.	.	OK	OK	SECONDARY	824
chr14	chr18	chr14/chr18	.	.	.	OK	OK	SECONDARY	1047
chr14	chr15	chr14/chr15	.	.	.	OK	OK	SECONDARY	1350
chr14	chr1	chr1/chr14	.	.	.	OK	OK	SECONDARY	3354
chr14	GL000219.1	GL000219.1/chr14	.	.	.	OK	OK	SECONDARY	14
chr14	chr14	=	++	.	.	OK	OK	SECONDARY	674
chr14	chr17	chr14/chr17	.	.	.	OK	OK	SECONDARY	1730
chr14	GL000228.1	GL000228.1/chr14	.	.	.	OK	OK	PRIMARY	7
chr14	.	.	.	.	.	OK	OK	SECONDARY	481
chr14	chr14	=	--	.	.	OK	OK	PRIMARY	1656
chr14	chr22	chr14/chr22	.	.	.	OK	OK	PRIMARY	1751
chr14	GL000224.1	GL000224.1/chr14	.	.	.	OK	OK	SECONDARY	20
chr14	GL000205.1	GL000205.1/chr14	.	.	.	OK	OK	SECONDARY	29
chr14	GL000222.1	GL000222.1/chr14	.	.	.	OK	OK	SECONDARY	4
chr14	GL000230.1	GL000230.1/chr14	.	.	.	OK	OK	SECONDARY	1
chr14	GL000224.1	GL000224.1/chr14	.	.	.	OK	OK	PRIMARY	25
chr14	GL000233.1	GL000233.1/chr14	.	.	.	OK	OK	PRIMARY	2
chr14	GL000205.1	GL000205.1/chr14	.	.	.	OK	OK	PRIMARY	24
chr14	chr14	=	--	.	.	OK	OK	SECONDARY	714
chr14	GL000233.1	GL000233.1/chr14	.	.	.	OK	OK	SECONDARY	2
chr14	GL000219.1	GL000219.1/chr14	.	.	.	OK	OK	PRIMARY	10
chr14	GL000227.1	GL000227.1/chr14	.	.	.	OK	OK	PRIMARY	2
chr14	GL000214.1	GL000214.1/chr14	.	.	.	OK	OK	PRIMARY	24
chr14	GL000244.1	GL000244.1/chr14	.	.	.	OK	OK	PRIMARY	38
chr14	GL000228.1	GL000228.1/chr14	.	.	.	OK	OK	SECONDARY	7
chr14	GL000202.1	GL000202.1/chr14	.	.	.	OK	OK	SECONDARY	3
chr14	GL000220.1	GL000220.1/chr14	.	.	.	OK	OK	PRIMARY	1573
chr14	GL000244.1	GL000244.1/chr14	.	.	.	OK	OK	SECONDARY	6
chr14	GL000211.1	GL000211.1/chr14	.	.	.	OK	OK	PRIMARY	14
chr14	GL000194.1	GL000194.1/chr14	.	.	.	OK	OK	PRIMARY	12
chr14	GL000213.1	GL000213.1/chr14	.	.	.	OK	OK	PRIMARY	4
chr14	GL000192.1	GL000192.1/chr14	.	.	.	OK	OK	SECONDARY	5
chr14	GL000195.1	GL000195.1/chr14	.	.	.	OK	OK	SECONDARY	12
chr14	GL000208.1	GL000208.1/chr14	.	.	.	OK	OK	PRIMARY	17
chr14	GL000223.1	GL000223.1/chr14	.	.	.	OK	OK	SECONDARY	3
chr14	GL000239.1	GL000239.1/chr14	.	.	.	OK	OK	SECONDARY	6
chr14	GL000237.1	GL000237.1/chr14	.	.	.	OK	OK	PRIMARY	8
chr14	GL000191.1	GL000191.1/chr14	.	.	.	OK	OK	SECONDARY	1
chr14	GL000239.1	GL000239.1/chr14	.	.	.	OK	OK	PRIMARY	5
chr14	GL000223.1	GL000223.1/chr14	.	.	.	OK	OK	PRIMARY	3
chr14	GL000218.1	GL000218.1/chr14	.	.	.	OK	OK	PRIMARY	5
chr14	GL000216.1	GL000216.1/chr14	.	.	.	OK	OK	PRIMARY	8
chr14	GL000216.1	GL000216.1/chr14	.	.	.	OK	OK	SECONDARY	7
chr14	GL000234.1	GL000234.1/chr14	.	.	.	OK	OK	PRIMARY	5
chr14	GL000232.1	GL000232.1/chr14	.	.	.	OK	OK	PRIMARY	5
chr14	GL000235.1	GL000235.1/chr14	.	.	.	OK	OK	PRIMARY	2
chr14	GL000229.1	GL000229.1/chr14	.	.	.	OK	OK	SECONDARY	2
chr14	GL000225.1	GL000225.1/chr14	.	.	.	OK	OK	PRIMARY	9
chr14	GL000195.1	GL000195.1/chr14	.	.	.	OK	OK	PRIMARY	12
chr14	GL000229.1	GL000229.1/chr14	.	.	.	OK	OK	PRIMARY	4
chr14	GL000215.1	GL000215.1/chr14	.	.	.	OK	OK	PRIMARY	2
chr14	GL000243.1	GL000243.1/chr14	.	.	.	OK	OK	PRIMARY	1
chr14	GL000241.1	GL000241.1/chr14	.	.	.	OK	OK	PRIMARY	3
chr14	GL000221.1	GL000221.1/chr14	.	.	.	OK	OK	PRIMARY	7
chr14	GL000242.1	GL000242.1/chr14	.	.	.	OK	OK	PRIMARY	3
chr14	GL000214.1	GL000214.1/chr14	.	.	.	OK	OK	SECONDARY	6
chr14	GL000193.1	GL000193.1/chr14	.	.	.	OK	OK	PRIMARY	11
chr14	GL000237.1	GL000237.1/chr14	.	.	.	OK	OK	SECONDARY	8
chr14	GL000243.1	GL000243.1/chr14	.	.	.	OK	OK	SECONDARY	1
chr14	GL000192.1	GL000192.1/chr14	.	.	.	OK	OK	PRIMARY	11
chr14	GL000217.1	GL000217.1/chr14	.	.	.	OK	OK	PRIMARY	9
chr14	GL000194.1	GL000194.1/chr14	.	.	.	OK	OK	SECONDARY	7
chr14	GL000198.1	GL000198.1/chr14	.	.	.	OK	OK	PRIMARY	4
chr14	GL000200.1	GL000200.1/chr14	.	.	.	OK	OK	PRIMARY	4
chr14	GL000241.1	GL000241.1/chr14	.	.	.	OK	OK	SECONDARY	4
chr14	GL000215.1	GL000215.1/chr14	.	.	.	OK	OK	SECONDARY	1
chr14	GL000191.1	GL000191.1/chr14	.	.	.	OK	OK	PRIMARY	10
chr14	GL000222.1	GL000222.1/chr14	.	.	.	OK	OK	PRIMARY	7
chr14	GL000248.1	GL000248.1/chr14	.	.	.	OK	OK	SECONDARY	1
chr14	GL000212.1	GL000212.1/chr14	.	.	.	OK	OK	PRIMARY	4
chr14	GL000201.1	GL000201.1/chr14	.	.	.	OK	OK	SECONDARY	2
chr14	GL000249.1	GL000249.1/chr14	.	.	.	OK	OK	PRIMARY	1
chr14	GL000227.1	GL000227.1/chr14	.	.	.	OK	OK	SECONDARY	3
chr14	GL000230.1	GL000230.1/chr14	.	.	.	OK	OK	PRIMARY	2
chr14	GL000193.1	GL000193.1/chr14	.	.	.	OK	OK	SECONDARY	3
chr14	GL000209.1	GL000209.1/chr14	.	.	.	OK	OK	PRIMARY	1
chr14	GL000225.1	GL000225.1/chr14	.	.	.	OK	OK	SECONDARY	12
chr14	chrMT	chr14/chrMT	.	.	.	OK	OK	SECONDARY	4
chr14	GL000200.1	GL000200.1/chr14	.	.	.	OK	OK	SECONDARY	2
chr14	GL000246.1	GL000246.1/chr14	.	.	.	OK	OK	SECONDARY	1
chr14	GL000202.1	GL000202.1/chr14	.	.	.	OK	OK	PRIMARY	2
chr14	GL000232.1	GL000232.1/chr14	.	.	.	OK	OK	SECONDARY	1
chr14	GL000201.1	GL000201.1/chr14	.	.	.	OK	OK	PRIMARY	2
chr14	GL000204.1	GL000204.1/chr14	.	.	.	OK	OK	SECONDARY	2
chr14	GL000218.1	GL000218.1/chr14	.	.	.	OK	OK	SECONDARY	2
chr14	GL000210.1	GL000210.1/chr14	.	.	.	OK	OK	PRIMARY	10
chr14	GL000212.1	GL000212.1/chr14	.	.	.	OK	OK	SECONDARY	1
